"4,""1573068491"",""Mon Apr 20 23:35:42 PDT 2009"",""NO_QUERY"",""pauloleandro"",""@geneon This is the last song I was able to complete: http://bit.ly/xzOjd """;;;;;;;;;
"4,""1573068532"",""Mon Apr 20 23:35:43 PDT 2009"",""NO_QUERY"",""Renayee"","" i feel proud that took up the whole thing""";;;;;;;;;
"4,""1573068600"",""Mon Apr 20 23:35:44 PDT 2009"",""NO_QUERY"",""sloandr"",""it's a beautiful day in madrid! perfect for - um - sitting inside and listening to lots of great accessibility talks at Day 2 of #w4a09 """;;;;;;;;;
"4,""1573068626"",""Mon Apr 20 23:35:44 PDT 2009"",""NO_QUERY"",""maccycheese"",""a good end to a lousy day. """;;;;;;;;;
"4,""1573068671"",""Mon Apr 20 23:35:45 PDT 2009"",""NO_QUERY"",""Thibaud_Dey"",""Is 16 today !! """;;;;;;;;;
"4,""1573068778"",""Mon Apr 20 23:35:46 PDT 2009"",""NO_QUERY"",""sophia_karris"",""@kettttt sounds so edible """;;;;;;;;;
"4,""1573068794"",""Mon Apr 20 23:35:46 PDT 2009"",""NO_QUERY"",""NKOTBlockhead"",""@KatnDEW Hi Kat! I'm glad we got to chat face to face  Hope to hang out with you sometime! Keep in touch""";;;;;;;;;
"4,""1573068807"",""Mon Apr 20 23:35:47 PDT 2009"",""NO_QUERY"",""TimDelonge"",""@Philoppa I'm playing wow  IM NOT BORED""";;;;;;;;;
"4,""1573068834"",""Mon Apr 20 23:35:47 PDT 2009"",""NO_QUERY"",""Maloone"",""Just got up.. off to school!! Gonna watch 17 Again with Ranou!!  Have a nice one!""";;;;;;;;;
"4,""1573068884"",""Mon Apr 20 23:35:48 PDT 2009"",""NO_QUERY"",""Jacky_Zbaby"",""@jeffreecuntstar But Jeffree im so tired! Lol. I bet ur song is AWESOME """;;;;;;;;;
"4,""1573068908"",""Mon Apr 20 23:35:48 PDT 2009"",""NO_QUERY"",""mrazlover"",""picking up my tennis racket tonight """;;;;;;;;;
"4,""1573068967"",""Mon Apr 20 23:35:49 PDT 2009"",""NO_QUERY"",""powerkatie"",""Finally got my Settings poster up.  - http://twitpic.com/3pbk2""";;;;;;;;;
"4,""1573068994"",""Mon Apr 20 23:35:49 PDT 2009"",""NO_QUERY"",""DustinUrbanski"",""@diablocody everyones a critic """;;;;;;;;;
"4,""1573068999"",""Mon Apr 20 23:35:50 PDT 2009"",""NO_QUERY"",""EllaBella79"",""@Honey3223 lol  They just do something for me...""";;;;;;;;;
"4,""1573069001"",""Mon Apr 20 23:35:49 PDT 2009"",""NO_QUERY"",""heidibidey"",""leaving work to find me my masseus and get myslef rid of some chronic knots!! Huzzah """;;;;;;;;;
"4,""1573069040"",""Mon Apr 20 23:35:50 PDT 2009"",""NO_QUERY"",""ToiWeezy"",""Calling it a night! Stay tuned URBANWIRE.TV...I'm out! """;;;;;;;;;
"4,""1573069103"",""Mon Apr 20 23:35:51 PDT 2009"",""NO_QUERY"",""aaj_iitk"",""still not done """;;;;;;;;;
"4,""1573069111"",""Mon Apr 20 23:35:51 PDT 2009"",""NO_QUERY"",""lovetitbits"",""@digitalmozart hell no i won't use a mac and mine's a little cleaner and &quot";;;;;;;;;
"4,""1573069125"",""Mon Apr 20 23:35:50 PDT 2009"",""NO_QUERY"",""ham_burglar"",""@susannaheanes like YOU and @ohmcgee. """;grided&quot;" """;;;;;;;
"4,""1573069193"",""Mon Apr 20 23:35:52 PDT 2009"",""NO_QUERY"",""toddfast"",""@RaveHead wow, thanks, though I dpmnfear maybe you've been sipping on the whiskey. I'll take the compliment regardless. """;;;;;;;;;
"4,""1573069224"",""Mon Apr 20 23:35:53 PDT 2009"",""NO_QUERY"",""Nishan"",""@TimNoonan I have never been a morning person  but I do it cause I like the training. I hear you, yoga an important part of my training.""";;;;;;;;;
"4,""1573069239"",""Mon Apr 20 23:35:53 PDT 2009"",""NO_QUERY"",""nycmelania"",""@anya888 guess whoo! you know you love me """;;;;;;;;;
"4,""1573069285"",""Mon Apr 20 23:35:54 PDT 2009"",""NO_QUERY"",""pazappa"",""Hong oyonde imasu. Didn't realize there are so many Japanese Kanji characters... 1 down 2000 to go """;;;;;;;;;
"4,""1573069300"",""Mon Apr 20 23:35:54 PDT 2009"",""NO_QUERY"",""olrandir"",""@Cyberela I love the smell of fresh photoshop in the morning! :p """;;;;;;;;;
"4,""1573069309"",""Mon Apr 20 23:35:54 PDT 2009"",""NO_QUERY"",""Irv25"",""@NIYANA THANKS SO MUCH...YOUR SUCH A GREAT PERSON...WHERE HAVE U BEEN ALL MY LIFE...BY THE WAY MY NAME IS MONICA!!! """;;;;;;;;;
"4,""1573069350"",""Mon Apr 20 23:35:54 PDT 2009"",""NO_QUERY"",""PinqyRing"",""@internacionalj ahhhhh, something to look forward too. Finally. """;;;;;;;;;
"4,""1573069356"",""Mon Apr 20 23:35:55 PDT 2009"",""NO_QUERY"",""AngelIVXXX"",""@AstrologyLesson Yes, you must show it to me at our next CyberParty! I think it would be wonderful, unless you want to show it to me now """;;;;;;;;;
"4,""1573069506"",""Mon Apr 20 23:35:57 PDT 2009"",""NO_QUERY"",""Bizcuits"",""is like yes tomorrow is free scoop day and ben and jerrys....yum """;;;;;;;;;
"4,""1573069635"",""Mon Apr 20 23:36:01 PDT 2009"",""NO_QUERY"",""inrsoul"",""@claudia10 it is the rite of passage for some. """;;;;;;;;;
"4,""1573069641"",""Mon Apr 20 23:35:59 PDT 2009"",""NO_QUERY"",""rachaelpachel"",""@Miss604  just letting you know - Calhouns Vancouver mom meet up moved up to 1:30 #YMCoffee """;;;;;;;;;
"4,""1573069660"",""Mon Apr 20 23:35:59 PDT 2009"",""NO_QUERY"",""Fightycat"",""Morning everyone """;;;;;;;;;
"4,""1573069676"",""Mon Apr 20 23:35:59 PDT 2009"",""NO_QUERY"",""mandasue8706"",""@EricaBeth thanks for rubbing it in!  lol""";;;;;;;;;
"4,""1573069701"",""Mon Apr 20 23:35:59 PDT 2009"",""NO_QUERY"",""krsherwood"",""Hear, hear - all hear Susan Boyle. """;;;;;;;;;
"4,""1573069753"",""Mon Apr 20 23:36:00 PDT 2009"",""NO_QUERY"",""amylee1178"",""@stefanodimera Some of us home the marriage doesn't last long, either """;;;;;;;;;
"4,""1573069789"",""Mon Apr 20 23:36:01 PDT 2009"",""NO_QUERY"",""Katiegal101"",""had a good day at school but is also hoping that her friend Aiden Mclindon had a good first day of Parliment in Brisbane """;;;;;;;;;
"4,""1573069831"",""Mon Apr 20 23:36:01 PDT 2009"",""NO_QUERY"",""photo"",""@Alyssa_Milano gnight cant wait till may 9th  tweetup""";;;;;;;;;
"4,""1573069865"",""Mon Apr 20 23:36:04 PDT 2009"",""NO_QUERY"",""NEEFFRESH"",""@GetCr8tive oh em gee. knock it off A***n  LOL""";;;;;;;;;
"4,""1573069866"",""Mon Apr 20 23:36:02 PDT 2009"",""NO_QUERY"",""Ryankfm"",""@ClementDavids it's all that great Punjab music """;;;;;;;;;
"4,""1573069883"",""Mon Apr 20 23:36:02 PDT 2009"",""NO_QUERY"",""batgirl21"",""@wgsun  the coffee looks sooo delicious! i wish i had some now! and you look so cute   http://pikchur.com/1a5""";;;;;;;;;
"4,""1573069969"",""Mon Apr 20 23:36:06 PDT 2009"",""NO_QUERY"",""powerkatie"",""I get more done @ 2am, than I do @ 2pm. Listening to Thursday, cleaning  my room &amp";;;;;;;;;
"4,""1573070029"",""Mon Apr 20 23:36:04 PDT 2009"",""NO_QUERY"",""maliajonas"",""@kaylafancypants Kayla  how are you babe?""";" thinkin'. """;;;;;;;;
"4,""1573070036"",""Mon Apr 20 23:36:04 PDT 2009"",""NO_QUERY"",""echtee"",""i am planning to buy lunch for people who i have unintentionally wronged in their dreams. """;;;;;;;;;
"4,""1573070120"",""Mon Apr 20 23:36:05 PDT 2009"",""NO_QUERY"",""lilmisskeys"",""I hate when people try to tell me what my voice is capable of... its my voice let me do with it what I want thank u """;;;;;;;;;
"4,""1573070189"",""Mon Apr 20 23:36:06 PDT 2009"",""NO_QUERY"",""alisondineen36"",""researching all things Colorado  Going to bed soon so I can have a productive day tomorrow!""";;;;;;;;;
"4,""1573070215"",""Mon Apr 20 23:36:06 PDT 2009"",""NO_QUERY"",""titiburgos"",""is dreaming about a lion that she had to kiss to turn it into a boy to save his life! lol.. nice fairytale Leo! thanks! """;;;;;;;;;
"4,""1573070233"",""Mon Apr 20 23:36:06 PDT 2009"",""NO_QUERY"",""werrrkkk"",""just got home from dejans. such an amazing day!   love you guys! &lt";;;;;;;;;
"4,""1573070260"",""Mon Apr 20 23:36:07 PDT 2009"",""NO_QUERY"",""MelissaSuzanne"",""Hey guys dont forget to tape the ELLEN DEGENERES show tomorrow at 4pm (pst) cuz I will be on a portion of it!   http://twitpic.com/3jp49""";"3""";;;;;;;;
"4,""1573070290"",""Mon Apr 20 23:36:08 PDT 2009"",""NO_QUERY"",""chavezPA"",""@selenagomez i can't wait for your debut album to come out. Keep safe """;;;;;;;;;
"4,""1573070377"",""Mon Apr 20 23:36:09 PDT 2009"",""NO_QUERY"",""edgarmartinez"",""probando tweetie... excelente """;;;;;;;;;
"4,""1573070417"",""Mon Apr 20 23:36:09 PDT 2009"",""NO_QUERY"",""AprilFilms"",""@realreporter Great story! """;;;;;;;;;
"4,""1573070456"",""Mon Apr 20 23:36:10 PDT 2009"",""NO_QUERY"",""jemillo"",""back at my mac, putting together thumbnail sheets for my researching job, then gotta switch to ActionAid artwork """;;;;;;;;;
"4,""1573070477"",""Mon Apr 20 23:36:10 PDT 2009"",""NO_QUERY"",""JamieSpartz"",""Training later from 5-8 PM. Woohoo!  DAY TWO!""";;;;;;;;;
"4,""1573070485"",""Mon Apr 20 23:36:10 PDT 2009"",""NO_QUERY"",""chrysb"",""@baywatchboy All-in-all it's worth the sacrifice """;;;;;;;;;
"4,""1573070586"",""Mon Apr 20 23:36:12 PDT 2009"",""NO_QUERY"",""timrylands"",""@stephenfry Stephen Have you ever tried the remarkable, challenging &amp";;;;;;;;;
"4,""1573070626"",""Mon Apr 20 23:36:13 PDT 2009"",""NO_QUERY"",""kevinyang1981"",""@huangyu2010 you can say : who doesn't want to work with smart people """;" detailed www.isittuesday.com ? From one voice of games to another """;;;;;;;;
"4,""1573070667"",""Mon Apr 20 23:36:13 PDT 2009"",""NO_QUERY"",""annemcfly"",""gotta leave for school in 20 minutes...i love it when i can start my day calmly and peacefully """;;;;;;;;;
"4,""1573070717"",""Mon Apr 20 23:36:13 PDT 2009"",""NO_QUERY"",""vonbitchbag"",""@PSUDuff  next organize my itunes please   I'm constantly reorganize all my files in itunes and my address book it does feel amazing""";;;;;;;;;
"4,""1573070740"",""Mon Apr 20 23:36:14 PDT 2009"",""NO_QUERY"",""AnnaAtomic"",""Yess!  we can do ever¯õ?¯õ?thing on the computer  bcuz we r reaaallly calmed down xD Lol... propably not... Oo""";;;;;;;;;
"4,""1573087986"",""Mon Apr 20 23:40:23 PDT 2009"",""NO_QUERY"",""jemappelleamy"",""@pyar_ i was listening to dear maria, count me in on the train today and totally thought of you! how are you? """;;;;;;;;;
"4,""1573088010"",""Mon Apr 20 23:40:23 PDT 2009"",""NO_QUERY"",""hmsdragonfly"",""Learning to share the computer again. """;;;;;;;;;
"4,""1573088125"",""Mon Apr 20 23:40:24 PDT 2009"",""NO_QUERY"",""spookymcgee13"",""@lennycrist incredibly! if you die, you should leave me that pin in your will """;;;;;;;;;
"4,""1573088165"",""Mon Apr 20 23:40:25 PDT 2009"",""NO_QUERY"",""tomylorsch"",""@danny sullivan to keynote SMX Sao Paulo? ";;;;;;;;;
"4,""1573088245"",""Mon Apr 20 23:40:26 PDT 2009"",""NO_QUERY"",""judez_xo"",""@chelsea_playboy awww i love you """;") Next August 4th. See ya tomorrow at ad:tech Danny """;;;;;;;;
"4,""1573088254"",""Mon Apr 20 23:40:27 PDT 2009"",""NO_QUERY"",""luisgalarza"",""@creolesugar No problem! I also want to know how tweeps make those funny images """;;;;;;;;;
"4,""1573088262"",""Mon Apr 20 23:40:27 PDT 2009"",""NO_QUERY"",""sirgregg"",""&quot";;;;;;;;;
"4,""1573088307"",""Mon Apr 20 23:40:27 PDT 2009"",""NO_QUERY"",""BekkiHardy"",""off to another lovely day at school, it'll be over soon, """;Extension of the accident is randomicly between some intervals&quot;" I love checking people's papers, it brings up my self-esteem """;;;;;;;
"4,""1573088328"",""Mon Apr 20 23:40:27 PDT 2009"",""NO_QUERY"",""EpiGirl1"",""and it worked! reason #1,233 to be a fan of chris cornell and follow him on twitter! """;;;;;;;;;
"4,""1573088345"",""Mon Apr 20 23:40:28 PDT 2009"",""NO_QUERY"",""Abcmsaj"",""AHAHAHAHAHAHA&gt";;;;;;;;;
"4,""1573088346"",""Mon Apr 20 23:40:28 PDT 2009"",""NO_QUERY"",""SusanPAus"",""@jcamalari Blows rasberry....now..a Triumph...yes..I can see the class in that...but...  still, it looks good. And the song stands. """;" @the_hit_man loves men """;;;;;;;;
"4,""1573088418"",""Mon Apr 20 23:40:29 PDT 2009"",""NO_QUERY"",""mellicherry"",""@ddlovato don't care bout ppl who r saying u r too fat &amp";;;;;;;;;
"4,""1573088427"",""Mon Apr 20 23:40:29 PDT 2009"",""NO_QUERY"",""snappingturtle"",""@shauncusters hey sea-slut  hows the gingermobile?"""; then u r too skinny  I like u as u r &amp;" u r my role model  I love u pls write back""";;;;;;;
"4,""1573088445"",""Mon Apr 20 23:40:29 PDT 2009"",""NO_QUERY"",""Thalathis"",""Hopefully my sister will get tickets for DM in november so we can go there together - yays! """;;;;;;;;;
"4,""1573088484"",""Mon Apr 20 23:40:30 PDT 2009"",""NO_QUERY"",""Hollywood_Trey"",""@EmoLaurie LOL!!! That sounds JUST like my lil niece!!! She LOVESSSS Dora!!! But &quot";;;;;;;;;
"4,""1573088543"",""Mon Apr 20 23:40:31 PDT 2009"",""NO_QUERY"",""kelliklymenko"",""@mileycyrus congrats on this: http://tinyurl.com/cls9ov - good example """;My Little Pony&quot;" is her Ish now """;;;;;;;
"4,""1573088601"",""Mon Apr 20 23:40:32 PDT 2009"",""NO_QUERY"",""valenciamusic"",""@sooberlee haha ok ok, well we'll see what happens! i dunno when it will be, but we'll plan around ur schedule """;;;;;;;;;
"4,""1573088614"",""Mon Apr 20 23:40:32 PDT 2009"",""NO_QUERY"",""Andyproper"",""Another great day full of sunshine! """;;;;;;;;;
"4,""1573088651"",""Mon Apr 20 23:40:33 PDT 2009"",""NO_QUERY"",""okanesan"",""@Siwibisonolagi Hi Mr. Nunu, actually do you completely understand about how to use twitter ? Be active please..... """;;;;;;;;;
"4,""1573088737"",""Mon Apr 20 23:40:34 PDT 2009"",""NO_QUERY"",""morbidneko"",""Husband's grad today. Camera: check. Big smile: check. Lotsa pride: Double check! """;;;;;;;;;
"4,""1573088764"",""Mon Apr 20 23:40:34 PDT 2009"",""NO_QUERY"",""nitroyogi"",""@Saurabh: We're too sheltered by our pretentious corporate world &amp";;;;;;;;;
"4,""1573088827"",""Mon Apr 20 23:40:37 PDT 2009"",""NO_QUERY"",""Jasmandermon"",""@JeeBby haha but of course!  and I still wanna put make-up on chuuu! Your house or mine?""";" financial wiztalk. Expand ur views beyond the 'Web 2.0 Society'. """;;;;;;;;
"4,""1573088849"",""Mon Apr 20 23:40:35 PDT 2009"",""NO_QUERY"",""lyteforce"",""@blue_raven I'm digging the cut of your #nuckvatar jib.  """;;;;;;;;;
"4,""1573088855"",""Mon Apr 20 23:40:36 PDT 2009"",""NO_QUERY"",""eleahbaant"",""@StyleCollective you know, I'm the same- I have to really concentrate on how to spell elephant now """;;;;;;;;;
"4,""1573088859"",""Mon Apr 20 23:40:36 PDT 2009"",""NO_QUERY"",""minkidynamite"",""Reading about the new auction site on TIB. Yesterday I was &quot";;;;;;;;;
"4,""1573088861"",""Mon Apr 20 23:40:36 PDT 2009"",""NO_QUERY"",""korkykathman"",""@kellyann18  Don't be silly, everyone is intelligent in their own way """;?!$%!&quot;" but after sleeping over it and thinking - i guess i will like it """;;;;;;;
"4,""1573088915"",""Mon Apr 20 23:40:37 PDT 2009"",""NO_QUERY"",""GrowWear"",""@JaqStone and @Lurquer Thank you for spreading the love even more. """;;;;;;;;;
"4,""1573088921"",""Mon Apr 20 23:40:37 PDT 2009"",""NO_QUERY"",""maysantos18"",""so tired. :| I'm listening to Forever The Sickest Kids! """;;;;;;;;;
"4,""1573089024"",""Mon Apr 20 23:40:38 PDT 2009"",""NO_QUERY"",""SarahViv"",""@Doof108 Marmite, cheese and toast is my favourite """;;;;;;;;;
"4,""1573089054"",""Mon Apr 20 23:40:38 PDT 2009"",""NO_QUERY"",""davepumfrey"",""@wolfspath If U want to set-up a blog go here for FREE explanation on how to do it http://www.becomeablogger.com/  To your successs """;;;;;;;;;
"4,""1573089076"",""Mon Apr 20 23:40:38 PDT 2009"",""NO_QUERY"",""Jinxie_G"",""@RBlackbirdsong Yeah, he's an awesome guy. I just posted a comment on it. """;;;;;;;;;
"4,""1573089109"",""Mon Apr 20 23:40:39 PDT 2009"",""NO_QUERY"",""tuanweb"",""Hello world - using php  http://jin.vn/eVK6w""";;;;;;;;;
"4,""1573089141"",""Mon Apr 20 23:40:39 PDT 2009"",""NO_QUERY"",""Kathy_Writer"",""@CanadaBanana @inertiarus Of course we're talkin' about somethin delish! Btw, luv ur new sexy shoulder pose.  #foodie""";;;;;;;;;
"4,""1573089167"",""Mon Apr 20 23:40:40 PDT 2009"",""NO_QUERY"",""primatage"",""@liquidwings I think we're all very glad to hear from you """;;;;;;;;;
"4,""1573089187"",""Mon Apr 20 23:40:40 PDT 2009"",""NO_QUERY"",""AmyHirschman"",""I just contributed some $$ to the This American Life podcast.  I feel good about myself now """;;;;;;;;;
"4,""1573089200"",""Mon Apr 20 23:40:40 PDT 2009"",""NO_QUERY"",""sweetheartrlk"",""Bed time! Can't wait to get a new phone """;;;;;;;;;
"4,""1573089214"",""Mon Apr 20 23:40:40 PDT 2009"",""NO_QUERY"",""KATHY_IX"",""@cassieventura omgs! Your like so bomb!  your really pretty. I love your new hair cut """;;;;;;;;;
"4,""1573089265"",""Mon Apr 20 23:40:41 PDT 2009"",""NO_QUERY"",""haydeee"",""@foreverkimm &amp";;;;;;;;;
"4,""1573089297"",""Mon Apr 20 23:40:41 PDT 2009"",""NO_QUERY"",""lilylighting"",""@lord_slappy I WANT ONE PLZZZZ """; besides, i'm always into the internet &amp;" its exciting new innovations """;;;;;;;
"4,""1573089427"",""Mon Apr 20 23:40:43 PDT 2009"",""NO_QUERY"",""scottishsteveo"",""Check out Shade360's review of OutRun Online Arcade over at www.genuinegamers.com """;;;;;;;;;
"4,""1573089451"",""Mon Apr 20 23:40:44 PDT 2009"",""NO_QUERY"",""bnarayan1511"",""@CindiCupcaking I'm open - bring Vivi - we can do a late lunch """;;;;;;;;;
"4,""1573089452"",""Mon Apr 20 23:40:44 PDT 2009"",""NO_QUERY"",""backstreetchx97"",""Oh noes, 420 is about to be over!!! =( haha, gonna actually sleep early tonight cos I need energy for tomorrow! &quot";;;;;;;;;
"4,""1573089468"",""Mon Apr 20 23:40:44 PDT 2009"",""NO_QUERY"",""sprabu"",""@girishbr I learnt to use the German key board and then fumbled with a Swiss keyboard at a customer site. Interesting times. """;Early&quot;" means 1:30am. """;;;;;;;
"4,""1573089481"",""Mon Apr 20 23:40:44 PDT 2009"",""NO_QUERY"",""Oneqtmuggle"",""in total I saw 18 bands at coachella  now I have work at 6am :X""";;;;;;;;;
"4,""1573089526"",""Mon Apr 20 23:40:45 PDT 2009"",""NO_QUERY"",""awrd"",""@adevenish Is audio not playing? Hope I'm not that influential """;;;;;;;;;
"4,""1573089598"",""Mon Apr 20 23:40:46 PDT 2009"",""NO_QUERY"",""jamando"",""I was doing my homework.. But now I'm twittering. """;;;;;;;;;
"4,""1573089600"",""Mon Apr 20 23:40:47 PDT 2009"",""NO_QUERY"",""ilanbr"",""@LightStalking I was actually thinking about the same thing. I'll be glad to brainstorm """;;;;;;;;;
"4,""1573089605"",""Mon Apr 20 23:40:46 PDT 2009"",""NO_QUERY"",""JINGGLES"",""eatin cupcakes an thinkin bout my gurl lissy SHES COMMIN THIS WEEKEND """;;;;;;;;;
"4,""1573089620"",""Mon Apr 20 23:40:46 PDT 2009"",""NO_QUERY"",""Mrs_Ambrose"",""says ok, going to  bed. Goodnight!  http://plurk.com/p/pavmh""";;;;;;;;;
"4,""1573089634"",""Mon Apr 20 23:40:46 PDT 2009"",""NO_QUERY"",""sadlertime"",""Trying to get the attention of the person in the next room """;;;;;;;;;
"4,""1573089674"",""Mon Apr 20 23:40:46 PDT 2009"",""NO_QUERY"",""sianipants"",""Thanks @woozlegig for my breakfast pizza """;;;;;;;;;
"4,""1573089682"",""Mon Apr 20 23:40:47 PDT 2009"",""NO_QUERY"",""jimmyaquino"",""@Uwila ur in the pre-nup as my &quot";;;;;;;;;
"4,""1573089711"",""Mon Apr 20 23:40:47 PDT 2009"",""NO_QUERY"",""justinetalag"",""@mimi_uong i have niether on right now  (schooling in stockton has trained me well lol)""";freebie&quot;". """;;;;;;;
"4,""1573089724"",""Mon Apr 20 23:40:47 PDT 2009"",""NO_QUERY"",""torbengee"",""the result of my sleep experiment: was excited about it --&gt";;;;;;;;;
"4,""1573089738"",""Mon Apr 20 23:40:47 PDT 2009"",""NO_QUERY"",""Cyrius01"",""I just got followed by the NSW Police Twitter account! Luckily I had only just flushed all my virtual drugs down the cyber-toilet """;" couldn't sleep. finally fell asleep, only to wake up 2 hrs too early. #fail """;;;;;;;;
"4,""1573089820"",""Mon Apr 20 23:40:48 PDT 2009"",""NO_QUERY"",""thattgirldani"",""@nicholasbraun lmaoo looks like you've got a stalker  u should be flattered. Ahahaaa""";;;;;;;;;
"4,""1573089829"",""Mon Apr 20 23:40:48 PDT 2009"",""NO_QUERY"",""limalicas"",""Good morning Tweet Family. Gorgeous day - sun is shining, birds are singing, my coffee machine is leaking... but working... """;;;;;;;;;
"4,""1573089864"",""Mon Apr 20 23:40:49 PDT 2009"",""NO_QUERY"",""x__dickhead"",""@helen456 i know. im getting sng to poo on your head now """;;;;;;;;;
"4,""1573089946"",""Mon Apr 20 23:40:50 PDT 2009"",""NO_QUERY"",""danrichardson"",""Wooo @ #downloadfestival lineup! #wearetheocean wooo opening Sunday! """;;;;;;;;;
"4,""1573089969"",""Mon Apr 20 23:40:50 PDT 2009"",""NO_QUERY"",""PaRaMoReSrA"",""@iamdiddy Diddy come to turkey """;;;;;;;;;
"4,""1573090009"",""Mon Apr 20 23:40:51 PDT 2009"",""NO_QUERY"",""lisabreedt"",""@mrmintoo Lucky fish that's boiling!  You must be having lots of fun with such great weather! """;;;;;;;;;
"4,""1573090029"",""Mon Apr 20 23:40:51 PDT 2009"",""NO_QUERY"",""StrayB"",""time for bed.  hope everyone's monday went well &lt";;;;;;;;;
"4,""1573090031"",""Mon Apr 20 23:40:51 PDT 2009"",""NO_QUERY"",""artieka"",""K I'm going to bed now. Nite tweets """;"3 Missy (my cat) says hi everyone! she gave the computer screen a kiss. awwe!""";;;;;;;;
"4,""1573090072"",""Mon Apr 20 23:40:52 PDT 2009"",""NO_QUERY"",""just_mo"",""@nooneai @yourmamaknows nbc.com now has quantum leap. """;;;;;;;;;
"4,""1573090109"",""Mon Apr 20 23:40:52 PDT 2009"",""NO_QUERY"",""CathyRy"",""Lovely sunny morning equals very pleasant dog walk """;;;;;;;;;
"4,""1573090119"",""Mon Apr 20 23:40:55 PDT 2009"",""NO_QUERY"",""Sleephead2"",""It the ween hours but I twitter in my sleep. Locked in!!! Chow.... """;;;;;;;;;
"4,""1573090130"",""Mon Apr 20 23:40:53 PDT 2009"",""NO_QUERY"",""rachelfarrall"",""my hands smell like cheap chocolate """;;;;;;;;;
"4,""1573090142"",""Mon Apr 20 23:40:53 PDT 2009"",""NO_QUERY"",""112mirabela"",""@trmink HEY THOMAS!!!!  have a very good night!""";;;;;;;;;
"4,""1573090219"",""Mon Apr 20 23:40:54 PDT 2009"",""NO_QUERY"",""Mizz_Dutchess"",""Chillin.... a lil bored listening to music.. im loving that Birthday Sex Song """;;;;;;;;;
"4,""1573090230"",""Mon Apr 20 23:40:54 PDT 2009"",""NO_QUERY"",""lindarains"",""@upicks And it's a pretty close race. LOL JK! """;;;;;;;;;
